id,price,neighbourhood_group,neighbourhood
37006652,209,Ciutat Vella,el Barri Gòtic
37007913,77,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
37116548,55,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37011495,69,Ciutat Vella,el Barri Gòtic
37122574,40,Horta-Guinardó,el Guinardó
37015541,20,Nou Barris,el Turó de la Peira
37132858,45,Horta-Guinardó,el Guinardó
37016085,132,Ciutat Vella,el Raval
37135385,41,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37027505,43,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37138161,85,Eixample,la Nova Esquerra de l'Eixample
37139019,85,Eixample,l'Antiga Esquerra de l'Eixample
37033915,45,Nou Barris,el Turó de la Peira
37140474,115,Eixample,l'Antiga Esquerra de l'Eixample
37141742,60,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37040516,53,Sants-Montjuïc,el Poble Sec
37142070,40,Gràcia,la Vila de Gràcia
37143872,25,Sants-Montjuïc,la Bordeta
37041461,250,Sant Martí,Provençals del Poblenou
37144185,45,Ciutat Vella,el Raval
37055430,31,Sants-Montjuïc,Hostafrancs
37145224,32,Ciutat Vella,el Raval
37065883,163,Eixample,la Nova Esquerra de l'Eixample
37068370,255,Eixample,la Dreta de l'Eixample
37069476,420,Eixample,la Dreta de l'Eixample
37146136,45,Ciutat Vella,el Raval
37071260,508,Les Corts,les Corts
37169147,25,Gràcia,la Vila de Gràcia
37071332,269,Les Corts,les Corts
37169516,170,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37071529,340,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
37191868,50,Sants-Montjuïc,Sants
37071600,442,Les Corts,les Corts
37201753,161,Nou Barris,Porta
37071634,378,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
37071663,327,Les Corts,les Corts
37213568,54,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37071717,340,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
37229476,153,Sants-Montjuïc,el Poble Sec
37229482,170,Sants-Montjuïc,el Poble Sec
37393629,55,Gràcia,la Vila de Gràcia
37229499,30,Ciutat Vella,el Raval
37395667,50,Horta-Guinardó,Can Baró
37229893,365,Eixample,l'Antiga Esquerra de l'Eixample
37230211,45,Sant Martí,el Poblenou
37413595,68,Eixample,la Dreta de l'Eixample
37232145,173,Ciutat Vella,el Raval
37418264,95,Les Corts,la Maternitat i Sant Ramon
37232180,173,Ciutat Vella,el Raval
37419267,45,Eixample,la Sagrada Família
37233218,166,Nou Barris,Porta
37420408,234,Eixample,Sant Antoni
37235215,161,Sants-Montjuïc,el Poble Sec
37235220,170,Sants-Montjuïc,el Poble Sec
37235233,170,Sants-Montjuïc,el Poble Sec
37427870,69,Eixample,la Dreta de l'Eixample
37239906,75,Sants-Montjuïc,Sants - Badal
37437842,35,Sant Martí,la Verneda i la Pau
37241528,181,Ciutat Vella,el Raval
37447552,55,Eixample,l'Antiga Esquerra de l'Eixample
37245035,17,Sant Martí,el Parc i la Llacuna del Poblenou
37453870,30,Sants-Montjuïc,Sants - Badal
37252166,100,Ciutat Vella,el Barri Gòtic
37476135,210,Horta-Guinardó,Sant Genís dels Agudells
37257917,525,Sants-Montjuïc,Sants
37269745,40,Ciutat Vella,el Raval
37476148,125,Sant Andreu,Sant Andreu
37271329,99,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37476671,194,Sant Martí,el Poblenou
37476809,255,Eixample,la Dreta de l'Eixample
37477673,223,Eixample,la Dreta de l'Eixample
37272558,125,Ciutat Vella,el Raval
37275279,81,Eixample,l'Antiga Esquerra de l'Eixample
37275926,81,Eixample,l'Antiga Esquerra de l'Eixample
37480608,246,Gràcia,la Vila de Gràcia
37276332,264,Ciutat Vella,el Barri Gòtic
37481784,150,Sants-Montjuïc,la Font de la Guatlla
37277035,70,Sants-Montjuïc,Sants
37486088,11000,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
37278016,264,Ciutat Vella,el Barri Gòtic
37486752,18,Sants-Montjuïc,Sants - Badal
37278198,264,Ciutat Vella,el Barri Gòtic
37278347,264,Ciutat Vella,el Barri Gòtic
37278466,284,Ciutat Vella,el Barri Gòtic
37489065,57,Gràcia,el Camp d'en Grassot i Gràcia Nova
37507479,54,Gràcia,el Camp d'en Grassot i Gràcia Nova
37278579,390,Ciutat Vella,el Barri Gòtic
37309491,37,Ciutat Vella,el Barri Gòtic
37508208,80,Sant Martí,la Vila Olímpica del Poblenou
37310167,34,Ciutat Vella,el Barri Gòtic
37509796,44,Eixample,Sant Antoni
37310667,158,Nou Barris,Vilapicina i la Torre Llobeta
37311580,63,Eixample,l'Antiga Esquerra de l'Eixample
37511037,47,Sants-Montjuïc,Hostafrancs
37514522,70,Gràcia,la Vila de Gràcia
37312811,30,Gràcia,el Coll
37314679,140,Gràcia,la Vila de Gràcia
37314811,167,Sants-Montjuïc,el Poble Sec
37514586,50,Ciutat Vella,la Barceloneta
37315447,166,Sants-Montjuïc,el Poble Sec
37334566,229,Eixample,el Fort Pienc
37519001,190,Sant Martí,el Besòs i el Maresme
37520718,190,Sant Martí,el Besòs i el Maresme
37520927,188,Sant Martí,el Parc i la Llacuna del Poblenou
37338907,35,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
37341763,152,Sarrià-Sant Gervasi,el Putxet i el Farró
37544623,224,Eixample,la Dreta de l'Eixample
37547618,58,Horta-Guinardó,Horta
37343078,85,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37344482,85,Eixample,l'Antiga Esquerra de l'Eixample
37548097,935,Eixample,l'Antiga Esquerra de l'Eixample
37345058,170,Sants-Montjuïc,el Poble Sec
37345707,150,Eixample,la Dreta de l'Eixample
37548150,67,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37349792,214,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
37554640,26,Eixample,l'Antiga Esquerra de l'Eixample
37358318,60,Ciutat Vella,el Barri Gòtic
37554850,35,Ciutat Vella,el Barri Gòtic
37375942,74,Eixample,la Dreta de l'Eixample
37556352,32,Horta-Guinardó,el Carmel
37376617,100,Eixample,la Sagrada Família
37558825,100,Ciutat Vella,el Barri Gòtic
37384382,55,Sants-Montjuïc,la Font de la Guatlla
37560076,50,Horta-Guinardó,el Carmel
37561531,52,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37385062,30,Horta-Guinardó,el Guinardó
37561829,30,Sant Martí,el Clot
37386348,20,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
37389992,35,Sant Martí,el Besòs i el Maresme
37582525,43,Sants-Montjuïc,el Poble Sec
37390432,66,Eixample,la Sagrada Família
37587305,100,Eixample,Sant Antoni
37587377,50,Gràcia,la Salut
37744602,55,Ciutat Vella,el Raval
37589692,50,Gràcia,el Camp d'en Grassot i Gràcia Nova
37764178,93,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37591352,55,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37592431,79,Sant Martí,el Parc i la Llacuna del Poblenou
37768876,141,Gràcia,Vallcarca i els Penitents
37593192,55,Sants-Montjuïc,el Poble Sec
37768883,141,Gràcia,Vallcarca i els Penitents
37593900,216,Gràcia,la Vila de Gràcia
37768888,136,Gràcia,Vallcarca i els Penitents
37597072,30,Eixample,la Sagrada Família
37618943,80,Ciutat Vella,el Raval
37768899,325,Gràcia,Vallcarca i els Penitents
37774047,55,Sant Andreu,Navas
37622508,205,Sant Martí,el Poblenou
37791017,269,Eixample,la Dreta de l'Eixample
37624423,185,Horta-Guinardó,el Guinardó
37814165,80,Sants-Montjuïc,el Poble Sec
37630316,230,Horta-Guinardó,el Guinardó
37821104,70,Ciutat Vella,el Raval
37644321,216,Eixample,l'Antiga Esquerra de l'Eixample
37826566,160,Eixample,Sant Antoni
37826809,20,Sant Martí,el Camp de l'Arpa del Clot
37645626,65,Ciutat Vella,el Barri Gòtic
37646564,45,Ciutat Vella,la Barceloneta
37831861,55,Sants-Montjuïc,Sants
37648630,24,Sant Martí,el Clot
37843505,350,Eixample,la Dreta de l'Eixample
37657114,77,Sants-Montjuïc,la Font de la Guatlla
37846235,18,Nou Barris,les Roquetes
37847735,13,Sant Martí,Provençals del Poblenou
37867056,65,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37869332,62,Ciutat Vella,el Raval
37875922,71,Horta-Guinardó,Can Baró
37657249,65,Ciutat Vella,el Raval
37894367,122,Sant Martí,la Verneda i la Pau
37658799,58,Ciutat Vella,el Barri Gòtic
37897272,119,Sant Martí,la Verneda i la Pau
37900679,32,Sants-Montjuïc,Sants - Badal
37663059,59,Sants-Montjuïc,el Poble Sec
37901383,119,Sant Martí,la Verneda i la Pau
37676079,59,Ciutat Vella,el Barri Gòtic
37902599,41,Eixample,la Dreta de l'Eixample
37922757,700,Ciutat Vella,el Raval
37680844,80,Sant Martí,el Poblenou
37925506,40,Gràcia,la Vila de Gràcia
37699365,277,Gràcia,la Vila de Gràcia
37936102,43,Sarrià-Sant Gervasi,el Putxet i el Farró
37699552,47,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37937747,17,Sants-Montjuïc,Sants
37700134,30,Sant Martí,el Camp de l'Arpa del Clot
37955797,41,Ciutat Vella,el Barri Gòtic
37701746,80,Ciutat Vella,el Raval
37702572,60,Eixample,el Fort Pienc
37956093,75,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
37985182,140,Eixample,Sant Antoni
37703604,45,Sants-Montjuïc,el Poble Sec
37703773,50,Eixample,la Dreta de l'Eixample
37987183,24,Eixample,la Nova Esquerra de l'Eixample
37704285,70,Ciutat Vella,el Raval
37990824,92,Eixample,la Dreta de l'Eixample
37705462,185,Horta-Guinardó,la Font d'en Fargues
37707137,220,Sant Martí,el Poblenou
38005927,30,Eixample,la Sagrada Família
38007877,172,Sant Martí,el Camp de l'Arpa del Clot
37708566,197,Horta-Guinardó,el Guinardó
37712687,54,Ciutat Vella,el Raval
38014840,176,Eixample,la Sagrada Família
37713280,86,Sants-Montjuïc,el Poble Sec
37733761,99,Eixample,la Dreta de l'Eixample
38015047,34,Gràcia,la Vila de Gràcia
37734365,259,Eixample,la Nova Esquerra de l'Eixample
38019560,85,Horta-Guinardó,el Guinardó
37739831,56,Sant Martí,Provençals del Poblenou
38024690,21,Gràcia,la Vila de Gràcia
38199056,49,Ciutat Vella,la Barceloneta
38036781,65,Gràcia,la Vila de Gràcia
38039288,27,Sants-Montjuïc,el Poble Sec
38211828,25,Ciutat Vella,la Barceloneta
38041642,51,Eixample,la Dreta de l'Eixample
38063075,37,Eixample,la Sagrada Família
38067303,50,Gràcia,la Vila de Gràcia
38082752,70,Sants-Montjuïc,Sants
38223021,80,Sant Andreu,la Sagrera
38083546,62,Horta-Guinardó,el Carmel
38234713,100,Sants-Montjuïc,Sants
38084061,329,Eixample,la Dreta de l'Eixample
38084147,118,Ciutat Vella,el Raval
38235837,90,Sants-Montjuïc,Sants
38084157,1557,Eixample,la Dreta de l'Eixample
38249152,53,Nou Barris,el Turó de la Peira
38089550,147,Sant Martí,el Camp de l'Arpa del Clot
38249622,41,Sant Martí,el Poblenou
38090775,387,Eixample,la Dreta de l'Eixample
38257829,150,Sants-Montjuïc,Sants
38091474,147,Sant Martí,el Camp de l'Arpa del Clot
38259848,50,Eixample,el Fort Pienc
38260091,200,Eixample,l'Antiga Esquerra de l'Eixample
38091907,25,Horta-Guinardó,el Carmel
38093677,147,Sant Martí,el Camp de l'Arpa del Clot
38263959,150,Sants-Montjuïc,Sants
38094040,15,Nou Barris,el Turó de la Peira
38094356,120,Sant Martí,el Camp de l'Arpa del Clot
38275392,70,Ciutat Vella,el Raval
38118597,176,Gràcia,el Camp d'en Grassot i Gràcia Nova
38276283,45,Gràcia,el Camp d'en Grassot i Gràcia Nova
38118931,25,Ciutat Vella,el Raval
38277393,355,Les Corts,les Corts
38125804,80,Ciutat Vella,la Barceloneta
38282341,45,Gràcia,la Vila de Gràcia
38286909,62,Eixample,la Dreta de l'Eixample
38141575,190,Eixample,la Dreta de l'Eixample
38291884,170,Eixample,Sant Antoni
38142749,65,Ciutat Vella,el Barri Gòtic
38145322,15,Sant Martí,el Camp de l'Arpa del Clot
38306095,149,Sants-Montjuïc,Sants
38148875,30,Gràcia,Vallcarca i els Penitents
38307817,75,Ciutat Vella,el Raval
38149201,75,Ciutat Vella,el Raval
38309081,295,Eixample,la Dreta de l'Eixample
38149645,45,Ciutat Vella,el Raval
38162424,72,Ciutat Vella,el Raval
38324476,49,Ciutat Vella,el Raval
38168039,297,Eixample,l'Antiga Esquerra de l'Eixample
38324813,115,Ciutat Vella,el Barri Gòtic
38168943,80,Nou Barris,la Prosperitat
38326687,195,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
38172987,281,Ciutat Vella,el Raval
38327309,30,Eixample,la Sagrada Família
38173038,48,Eixample,la Dreta de l'Eixample
38333472,135,Sant Martí,el Poblenou
38173104,48,Eixample,la Dreta de l'Eixample
38337124,211,Les Corts,les Corts
38173660,225,Ciutat Vella,el Raval
38180020,68,Ciutat Vella,el Raval
38341273,50,Eixample,la Sagrada Família
38180244,166,Eixample,la Dreta de l'Eixample
38180351,108,Sarrià-Sant Gervasi,el Putxet i el Farró
38342583,206,Ciutat Vella,el Barri Gòtic
38184799,30,Horta-Guinardó,el Guinardó
38185651,26,Gràcia,la Vila de Gràcia
38342668,251,Ciutat Vella,el Barri Gòtic
38188227,80,Eixample,la Dreta de l'Eixample
38342935,198,Ciutat Vella,el Barri Gòtic
38199055,127,Eixample,la Dreta de l'Eixample
38714452,128,Eixample,la Dreta de l'Eixample
38342987,218,Ciutat Vella,el Barri Gòtic
38714577,18,Horta-Guinardó,el Carmel
38343299,186,Ciutat Vella,el Barri Gòtic
38721649,41,Sants-Montjuïc,el Poble Sec
38343364,194,Ciutat Vella,el Barri Gòtic
38354373,43,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
38737774,39,Ciutat Vella,la Barceloneta
38373634,120,Ciutat Vella,el Raval
38738778,167,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
38377105,211,Ciutat Vella,el Barri Gòtic
38739548,178,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
38379023,342,Ciutat Vella,el Barri Gòtic
38742466,198,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
38744917,192,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
38380673,213,Eixample,la Dreta de l'Eixample
38766231,23,Eixample,la Nova Esquerra de l'Eixample
38767649,576,Eixample,Sant Antoni
38399336,156,Gràcia,la Vila de Gràcia
38403523,35,Eixample,la Sagrada Família
38767675,181,Eixample,Sant Antoni
38411319,45,Ciutat Vella,el Barri Gòtic
38768158,185,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
38770272,159,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
38773796,69,Gràcia,la Vila de Gràcia
38428060,50,Ciutat Vella,el Barri Gòtic
38817607,799,Gràcia,el Camp d'en Grassot i Gràcia Nova
38446404,284,Sant Martí,el Parc i la Llacuna del Poblenou
38446418,274,Sant Martí,la Vila Olímpica del Poblenou
38452094,18,Gràcia,la Vila de Gràcia
38818034,69,Sants-Montjuïc,el Poble Sec
38456360,46,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
38834918,50,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
38482936,15,Sants-Montjuïc,Sants
38837488,174,Eixample,la Sagrada Família
38841896,81,Gràcia,el Coll
38498521,55,Nou Barris,la Guineueta
38842403,160,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
38869936,42,Sant Martí,Sant Martí de Provençals
38512490,81,Ciutat Vella,el Raval
38878817,84,Sants-Montjuïc,el Poble Sec
38513446,51,Sant Martí,el Poblenou
38885970,60,Les Corts,les Corts
38517261,17,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
38888765,74,Eixample,la Dreta de l'Eixample
38520944,18,Nou Barris,el Turó de la Peira
38894421,49,Eixample,l'Antiga Esquerra de l'Eixample
38902553,50,Eixample,la Nova Esquerra de l'Eixample
38534092,28,Eixample,la Sagrada Família
38915902,42,Sant Martí,Sant Martí de Provençals
38916256,42,Sant Martí,Sant Martí de Provençals
38537994,39,Eixample,la Sagrada Família
38917089,65,Ciutat Vella,la Barceloneta
38541826,35,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
38917279,213,Sant Martí,la Vila Olímpica del Poblenou
38917682,65,Ciutat Vella,la Barceloneta
38543719,111,Ciutat Vella,el Raval
38917890,213,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
38918630,70,Eixample,l'Antiga Esquerra de l'Eixample
38920975,229,Sant Martí,la Vila Olímpica del Poblenou
38563412,20,Nou Barris,el Turó de la Peira
38563434,20,Nou Barris,Vilapicina i la Torre Llobeta
38923161,107,Gràcia,la Vila de Gràcia
38566431,40,Ciutat Vella,la Barceloneta
38570525,100,Nou Barris,Porta
38925875,60,Eixample,Sant Antoni
38949967,75,Gràcia,la Vila de Gràcia
38571196,202,Eixample,l'Antiga Esquerra de l'Eixample
38970265,60,Horta-Guinardó,el Guinardó
38573377,35,Sant Martí,el Camp de l'Arpa del Clot
38594936,100,Les Corts,les Corts
39017338,20,Eixample,la Nova Esquerra de l'Eixample
38595019,135,Eixample,la Dreta de l'Eixample
39025813,14,Sant Martí,la Verneda i la Pau
38595793,95,Les Corts,les Corts
38595951,34,Eixample,l'Antiga Esquerra de l'Eixample
39033470,40,Ciutat Vella,la Barceloneta
38596989,100,Les Corts,les Corts
38597153,105,Les Corts,les Corts
39042752,307,Eixample,l'Antiga Esquerra de l'Eixample
38597364,99,Les Corts,les Corts
38611151,121,Sants-Montjuïc,Sants
39042761,44,Sants-Montjuïc,Sants - Badal
38614112,56,Ciutat Vella,el Raval
38641402,35,Sants-Montjuïc,el Poble Sec
39043490,30,Sant Martí,el Camp de l'Arpa del Clot
38642298,55,Sants-Montjuïc,Sants
39045025,170,Ciutat Vella,el Barri Gòtic
38658715,60,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39045527,486,Ciutat Vella,el Raval
38663884,500,Sants-Montjuïc,el Poble Sec
38686835,45,Ciutat Vella,el Barri Gòtic
39051640,65,Ciutat Vella,el Raval
38687208,240,Eixample,la Dreta de l'Eixample
38687404,142,Eixample,la Dreta de l'Eixample
38692852,200,Eixample,la Dreta de l'Eixample
39055633,67,Ciutat Vella,el Barri Gòtic
38712946,500,Eixample,la Dreta de l'Eixample
39213055,74,Eixample,Sant Antoni
39072739,89,Sant Martí,el Camp de l'Arpa del Clot
39213932,175,Eixample,el Fort Pienc
39216912,16,Eixample,la Nova Esquerra de l'Eixample
39217023,486,Ciutat Vella,el Raval
39074639,1310,Eixample,la Dreta de l'Eixample
39218030,120,Eixample,el Fort Pienc
39076570,241,Sant Martí,el Parc i la Llacuna del Poblenou
39219334,163,Eixample,la Nova Esquerra de l'Eixample
39082662,26,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39219921,38,Ciutat Vella,el Raval
39221445,162,Eixample,la Nova Esquerra de l'Eixample
39084865,32,Gràcia,el Camp d'en Grassot i Gràcia Nova
39236541,486,Ciutat Vella,el Raval
39094761,196,Gràcia,la Vila de Gràcia
39095888,110,Eixample,Sant Antoni
39237109,486,Ciutat Vella,el Barri Gòtic
39098031,60,Ciutat Vella,el Raval
39243438,157,Ciutat Vella,el Raval
39101774,225,Sant Martí,el Parc i la Llacuna del Poblenou
39246801,192,Sarrià-Sant Gervasi,el Putxet i el Farró
39249313,50,Sants-Montjuïc,Sants
39103843,53,Ciutat Vella,el Raval
39109390,20,Sants-Montjuïc,Sants
39262043,101,Sarrià-Sant Gervasi,el Putxet i el Farró
39113571,100,Horta-Guinardó,el Baix Guinardó
39265283,189,Sant Martí,el Parc i la Llacuna del Poblenou
39121698,100,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
39272882,230,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39130542,152,Eixample,la Dreta de l'Eixample
39277227,62,Ciutat Vella,el Raval
39133852,279,Gràcia,el Camp d'en Grassot i Gràcia Nova
39285165,199,Eixample,la Dreta de l'Eixample
39141386,135,Eixample,la Nova Esquerra de l'Eixample
39291454,82,Eixample,la Dreta de l'Eixample
39148653,28,Nou Barris,la Guineueta
39292715,35,Gràcia,la Vila de Gràcia
39293278,31,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
39150196,70,Ciutat Vella,el Raval
39165111,25,Sant Martí,el Camp de l'Arpa del Clot
39165156,65,Horta-Guinardó,el Guinardó
39293637,32,Gràcia,la Vila de Gràcia
39294024,180,Eixample,la Dreta de l'Eixample
39176239,39,Sants-Montjuïc,Hostafrancs
39295326,46,Ciutat Vella,el Raval
39184006,40,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39295485,190,Eixample,la Dreta de l'Eixample
39307735,39,Ciutat Vella,el Raval
39309139,221,Eixample,la Dreta de l'Eixample
39186119,842,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
39186823,67,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39187082,67,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39309235,110,Ciutat Vella,el Barri Gòtic
39187363,60,Sant Martí,la Vila Olímpica del Poblenou
39310218,190,Eixample,la Dreta de l'Eixample
39190552,28,Eixample,Sant Antoni
39311263,73,Eixample,la Dreta de l'Eixample
39312427,68,Eixample,la Dreta de l'Eixample
39589067,60,Sants-Montjuïc,la Marina de Port
39312994,195,Eixample,la Dreta de l'Eixample
39592983,35,Eixample,Sant Antoni
39313759,152,Eixample,la Dreta de l'Eixample
39593635,750,Eixample,Sant Antoni
39327731,60,Ciutat Vella,el Raval
39598491,203,Gràcia,el Camp d'en Grassot i Gràcia Nova
39348891,160,Sant Martí,el Poblenou
39602082,152,Les Corts,les Corts
39621148,210,Gràcia,el Camp d'en Grassot i Gràcia Nova
39349081,163,Eixample,Sant Antoni
39350261,267,Sant Martí,el Parc i la Llacuna del Poblenou
39353324,343,Sant Martí,el Parc i la Llacuna del Poblenou
39622971,79,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39356120,57,Eixample,l'Antiga Esquerra de l'Eixample
39641672,37,Eixample,el Fort Pienc
39357046,276,Eixample,l'Antiga Esquerra de l'Eixample
39670377,50,Eixample,la Dreta de l'Eixample
39680521,20,Sarrià-Sant Gervasi,Sarrià
39376301,35,Gràcia,la Vila de Gràcia
39683083,65,Ciutat Vella,la Barceloneta
39376808,32,Sarrià-Sant Gervasi,el Putxet i el Farró
39683659,28,Sants-Montjuïc,la Font de la Guatlla
39377153,29,Gràcia,la Vila de Gràcia
39686682,55,Nou Barris,la Guineueta
39377325,29,Gràcia,la Vila de Gràcia
39687580,30,Ciutat Vella,la Barceloneta
39378778,331,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
39688045,75,Gràcia,el Camp d'en Grassot i Gràcia Nova
39381044,55,Ciutat Vella,el Raval
39381836,60,Eixample,Sant Antoni
39689668,34,Ciutat Vella,el Raval
39690945,18,Sant Martí,el Camp de l'Arpa del Clot
39691518,244,Eixample,Sant Antoni
39382248,30,Ciutat Vella,el Barri Gòtic
39691563,234,Eixample,Sant Antoni
39404484,192,Les Corts,les Corts
39404872,207,Ciutat Vella,el Raval
39692277,292,Eixample,Sant Antoni
39692337,300,Eixample,l'Antiga Esquerra de l'Eixample
39692848,85,Gràcia,el Camp d'en Grassot i Gràcia Nova
39441187,158,Eixample,la Nova Esquerra de l'Eixample
39694389,75,Sants-Montjuïc,Sants
39441265,985,Eixample,la Dreta de l'Eixample
39696564,50,Eixample,Sant Antoni
39441393,985,Eixample,la Dreta de l'Eixample
39696623,90,Ciutat Vella,el Barri Gòtic
39441417,985,Eixample,la Dreta de l'Eixample
39460887,100,Eixample,l'Antiga Esquerra de l'Eixample
39697054,100,Sant Martí,el Poblenou
39462050,73,Eixample,la Dreta de l'Eixample
39697993,315,Eixample,la Dreta de l'Eixample
39470732,40,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39479523,200,Eixample,la Sagrada Família
39700126,80,Sants-Montjuïc,la Font de la Guatlla
39480576,49,Sant Martí,el Besòs i el Maresme
39709504,55,Sant Andreu,Sant Andreu
39709814,49,Sant Andreu,Sant Andreu
39494267,18,Gràcia,la Vila de Gràcia
39710504,263,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39515028,326,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39515371,343,Sant Martí,el Parc i la Llacuna del Poblenou
39515636,280,Sant Martí,el Parc i la Llacuna del Poblenou
39718890,92,Gràcia,el Camp d'en Grassot i Gràcia Nova
39516146,286,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39516335,292,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39519845,340,Eixample,Sant Antoni
39719348,220,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39548516,55,Ciutat Vella,el Raval
39719760,500,Eixample,la Dreta de l'Eixample
39549243,30,Sant Martí,el Camp de l'Arpa del Clot
39555679,221,Sants-Montjuïc,el Poble Sec
39720355,62,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39556948,30,Gràcia,la Vila de Gràcia
39560957,40,Sants-Montjuïc,Hostafrancs
39571615,60,Ciutat Vella,el Raval
39728225,35,Eixample,la Sagrada Família
39572321,60,Ciutat Vella,el Raval
39737048,147,Sarrià-Sant Gervasi,el Putxet i el Farró
39574578,150,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39740586,500,Eixample,la Dreta de l'Eixample
39743531,120,Eixample,l'Antiga Esquerra de l'Eixample
39744000,120,Eixample,l'Antiga Esquerra de l'Eixample
39576026,190,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39746717,237,Sants-Montjuïc,el Poble Sec
39577839,236,Eixample,la Sagrada Família
39585611,40,Gràcia,la Vila de Gràcia
39747096,45,Eixample,la Dreta de l'Eixample
39747175,50,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39958055,150,Eixample,la Dreta de l'Eixample
39747206,500,Eixample,la Dreta de l'Eixample
39747362,500,Eixample,la Dreta de l'Eixample
39959246,163,Gràcia,la Vila de Gràcia
39747728,50,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39749632,300,Eixample,la Dreta de l'Eixample
39959257,153,Gràcia,la Salut
39753264,174,Sants-Montjuïc,Hostafrancs
39959265,135,Gràcia,la Vila de Gràcia
39959423,197,Gràcia,la Vila de Gràcia
39959424,154,Gràcia,la Salut
39765969,200,Ciutat Vella,la Barceloneta
39960458,139,Gràcia,la Salut
39771452,50,Sarrià-Sant Gervasi,el Putxet i el Farró
39791562,966,Sants-Montjuïc,el Poble Sec
39962133,80,Gràcia,la Vila de Gràcia
39811448,214,Ciutat Vella,el Barri Gòtic
39812377,39,Gràcia,Vallcarca i els Penitents
39963637,22,Horta-Guinardó,el Guinardó
39814935,50,Sant Martí,el Parc i la Llacuna del Poblenou
39820826,55,Eixample,el Fort Pienc
39967048,130,Sants-Montjuïc,el Poble Sec
39821353,45,Eixample,el Fort Pienc
39970195,75,Eixample,la Dreta de l'Eixample
39977419,45,Eixample,la Sagrada Família
39828227,70,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
39983920,48,Sant Andreu,la Trinitat Vella
39832010,164,Eixample,la Dreta de l'Eixample
39997239,14,Ciutat Vella,el Raval
39834829,161,Eixample,el Fort Pienc
39999153,115,Eixample,la Sagrada Família
